spike	Rngerm.CD.R13.star	Rngerm.CD.R14.star	Rngerm.CD.R15.star	Rngerm.CD.R16.star	Rngerm.HFD.R10.star	Rngerm.HFD.R11.star	Rngerm.HFD.R12.star	Rngerm.HFD.R9.star
spike-in_5.5_2.95_3709	34	48	64	57	603	362	395	289
spike-in_5.5_2.95_3710	20	28	38	44	348	232	230	258
spike-in_5.5_2.95_3711	48	64	64	71	771	390	518	206
spike-in_5.5_2.95_3712	69	29	57	45	516	367	355	323
spike-in_5.5_2.95_3713	60	42	47	68	580	409	391	384
spike-in_5.5_2.95_3714	49	30	51	17	405	274	262	257
spike-in_5.5_2.95_3715	38	28	22	64	418	226	336	215
spike-in_5.5_2.95_3716	40	35	49	40	494	286	230	278
spike-in_5.5_2.95_3717	64	48	52	65	613	362	466	358
spike-in_5.5_2.95_3718	69	28	37	45	534	307	373	201
spike-in_5.5_2.95_3719	52	53	61	36	579	253	456	257
spike-in_5.5_2.95_3720	38	28	57	32	386	305	276	276
spike-in_5.5_2.95_3721	38	39	46	24	264	340	339	199
spike-in_5.5_2.95_3722	35	40	24	48	367	258	253	252
spike-in_5.5_2.95_3723	62	13	59	67	578	328	326	296
spike-in_5.5_2.95_3724	48	38	41	33	450	259	300	294
spike-in_5.5_2.95_3725	68	60	66	57	638	466	423	395
spike-in_5.5_2.95_3726	38	41	55	48	355	563	207	269
spike-in_5.5_2.95_3727	65	45	58	51	655	331	430	287
spike-in_5.5_2.95_3728	32	29	58	27	403	313	266	211
spike-in_5.5_2.95_3729	68	52	65	52	686	334	433	394
spike-in_5.5_2.95_3730	48	41	47	64	550	355	377	333
spike-in_5.5_2.95_3731	39	20	50	24	330	262	243	198
spike-in_5.5_2.95_3732	22	31	44	30	317	200	264	222
spike-in_5.5_2.95_3733	53	41	57	60	601	390	376	337
spike-in_5.5_2.95_3734	50	40	38	60	422	356	326	328
spike-in_5.5_2.95_3735	51	39	73	68	628	418	415	390
spike-in_5.5_2.95_3736	27	13	61	42	330	294	193	283
spike-in_5.5_2.95_3737	38	31	30	34	377	222	257	198
spike-in_5.5_2.95_3738	42	27	47	62	455	311	355	288
spike-in_5.5_2.95_3739	38	41	48	58	440	377	373	286
spike-in_5.5_2.95_3740	55	22	44	45	474	282	346	242
spike-in_5.5_2.95_3741	30	26	28	43	319	237	251	195
spike-in_10.5_4.05_3742	1040	895	1576	1289	27024	17050	17574	16887
spike-in_10.5_4.05_3743	1633	1375	1959	1248	30049	27690	26252	19572
spike-in_10.5_4.05_3744	972	955	1360	1108	24799	17124	16442	16422
spike-in_10.5_4.05_3745	942	907	1627	1486	27982	18476	18781	18183
spike-in_10.5_4.05_3746	819	797	1393	1548	27224	17684	16734	16553
spike-in_10.5_4.05_3747	1174	980	1545	1080	24861	19234	17979	17862
spike-in_10.5_4.05_3748	1747	1746	2509	2017	44110	28811	30190	27899
spike-in_10.5_4.05_3749	954	726	1270	1292	24530	15474	15646	15632
spike-in_10.5_4.05_3750	1081	902	1299	944	22712	15600	16720	12678
spike-in_10.5_4.05_3751	944	820	1414	1311	24286	16234	15546	16906
spike-in_10.5_4.05_3752	1837	1533	2429	1574	39697	25620	30491	24474
spike-in_9.5_0.25_3753	542	569	810	748	1174	689	853	514
spike-in_9.5_0.25_3754	617	464	847	729	1188	619	898	503
spike-in_9.5_0.25_3755	1066	855	1066	716	657	1482	1512	636
spike-in_9.5_0.25_3756	599	557	932	1026	1354	832	756	665
spike-in_9.5_0.25_3757	439	361	791	714	797	684	739	471
spike-in_9.5_0.25_3758	860	720	1155	873	1370	999	1024	923
spike-in_9.5_0.25_3759	583	582	990	652	1119	730	727	772
spike-in_9.5_0.25_3760	588	543	561	434	812	577	549	527
spike-in_9.5_0.25_3761	868	740	1212	897	1578	1091	917	942
spike-in_9.5_0.25_3762	515	451	745	612	1055	443	744	608
spike-in_9.5_0.25_3763	904	779	912	576	1200	835	879	741
spike-in_9.5_0.25_3764	695	666	1027	755	1245	799	725	860
spike-in_9.5_0.25_3765	599	515	894	899	1124	786	798	801
spike-in_9.5_0.25_3766	702	650	1078	1039	1480	1053	865	781
spike-in_9.5_0.25_3767	805	670	1220	1103	1512	866	1119	952
spike-in_9.5_0.25_3768	390	509	793	789	1142	595	572	666
spike-in_9.5_0.25_3769	348	438	624	744	886	580	465	637
spike-in_9.5_0.25_3770	655	593	870	734	1326	803	1072	231
spike-in_9.5_0.25_3771	748	715	913	747	1236	916	846	791
spike-in_9.5_0.25_3772	535	596	1125	1158	1250	970	1160	666
spike-in_9.5_0.25_3773	653	520	941	1047	1276	701	984	744
spike-in_9.5_0.25_3774	583	582	990	652	1117	691	706	722
spike-in_9.5_0.25_3775	894	823	1087	990	1488	1033	1027	1008
spike-in_9.5_0.25_3776	867	423	763	659	1093	715	798	678
spike-in_9.5_0.25_3777	726	640	874	896	1286	794	899	869
spike-in_9.5_0.25_3778	405	372	665	663	765	551	465	666
spike-in_9.5_0.25_3779	718	536	793	756	1177	786	740	709
spike-in_9.5_0.25_3780	535	596	1125	1158	1395	916	879	907
spike-in_9.5_0.25_3781	518	463	878	684	938	825	770	534
spike-in_9.5_0.25_3782	1114	842	1291	822	1703	1067	1116	1080
spike-in_9.5_0.25_3783	999	886	1108	721	1666	859	1054	901
spike-in_9.5_0.25_3784	438	416	690	761	942	641	571	661
spike-in_9.5_0.25_3785	632	496	850	698	1240	612	630	607
spike-in_9.5_0.25_3786	584	486	768	581	1007	661	549	576
spike-in_9.5_0.25_3787	654	742	942	816	1258	883	785	778
spike-in_9.5_0.25_3788	571	548	858	714	1054	679	728	737
spike-in_9.5_0.25_3789	726	552	984	752	1102	815	806	822
spike-in_9.5_0.25_3790	650	534	883	626	1075	673	747	630
spike-in_9.5_0.25_3791	632	496	850	698	1068	704	713	725
spike-in_9.5_0.25_3792	555	556	962	744	1181	649	761	714
spike-in_9.5_0.25_3793	645	556	1003	771	1222	784	879	775
spike-in_9.5_0.25_3794	715	725	815	458	1169	726	649	685
spike-in_9.5_0.25_3795	621	537	744	435	1152	549	673	501
spike-in_9.5_0.25_3796	794	677	905	595	1236	702	879	634
spike-in_9.5_0.25_3797	497	669	1619	1249	1644	945	1186	982
spike-in_9.5_0.25_3798	433	366	670	648	891	496	570	566
spike-in_12.5_2.45_3799	4397	3373	4981	3953	30401	19533	20143	18329
spike-in_12.5_2.45_3800	5213	4154	6667	5723	38884	28524	28683	23212
spike-in_12.5_2.45_3801	4001	3547	5599	4828	32657	21828	22411	20449
spike-in_12.5_2.45_3802	5221	4558	8011	7004	46611	28490	30614	28871
spike-in_12.5_2.45_3803	7344	5654	6128	4506	41346	31659	32397	25417
spike-in_12.5_2.45_3804	4376	4476	7191	6348	41124	27495	29372	26380
spike-in_12.5_2.45_3805	4616	3860	6510	5511	38277	24236	24782	24556
spike-in_12.5_2.45_3806	5348	4918	7914	5942	42444	31297	32546	27241
spike-in_6.5_0.15_3807	108	84	137	140	191	107	114	101
spike-in_6.5_0.15_3808	49	42	81	83	110	61	67	46
spike-in_6.5_0.15_3809	68	38	58	104	97	58	74	66
spike-in_6.5_0.15_3810	168	105	122	103	182	120	130	104
spike-in_6.5_0.15_3811	124	128	102	91	218	65	120	87
spike-in_6.5_0.15_3812	97	62	127	87	170	76	122	52
spike-in_6.5_0.15_3813	83	58	93	72	112	76	80	72
spike-in_6.5_0.15_3814	101	116	115	97	167	106	72	127
spike-in_6.5_0.15_3815	93	24	78	99	125	73	70	63
spike-in_6.5_0.15_3816	135	108	66	108	136	112	124	83
spike-in_6.5_0.15_3817	58	43	107	91	106	66	48	102
spike-in_6.5_0.15_3818	102	90	129	129	66	108	154	179
spike-in_6.5_0.15_3819	78	86	138	81	138	104	90	106
spike-in_6.5_0.15_3820	54	69	87	104	126	68	82	73
spike-in_6.5_0.15_3821	67	67	139	67	102	96	105	81
spike-in_6.5_0.15_3822	86	46	95	97	148	93	68	56
spike-in_6.5_0.15_3823	111	110	125	130	172	142	107	98
spike-in_6.5_0.15_3824	101	116	115	97	167	106	72	127
spike-in_6.5_0.15_3825	60	76	96	145	138	100	104	68
spike-in_6.5_0.15_3826	84	58	146	127	139	70	133	112
spike-in_6.5_0.15_3827	109	102	115	87	154	100	122	82
spike-in_6.5_0.15_3828	118	86	94	91	127	156	56	106
spike-in_6.5_0.15_3829	63	65	120	94	147	112	60	49
spike-in_6.5_0.15_3830	38	85	55	115	112	70	67	67
spike-in_6.5_0.15_3831	112	59	124	120	163	129	91	64
spike-in_6.5_0.15_3832	84	90	121	168	182	126	92	109
spike-in_6.5_0.15_3833	108	85	143	106	169	90	118	98
spike-in_6.5_0.15_3834	59	74	85	89	150	65	55	83
spike-in_6.5_0.15_3835	70	82	132	107	132	100	90	102
spike-in_6.5_0.15_3836	86	75	64	73	116	74	76	70
spike-in_6.5_0.15_3837	94	96	103	129	165	75	126	114
spike-in_6.5_0.15_3838	74	71	119	116	144	95	99	99
spike-in_6.5_0.15_3839	78	85	105	111	159	66	100	99
spike-in_6.5_0.15_3840	60	49	73	96	100	61	71	71
spike-in_6.5_0.15_3841	86	83	66	98	109	104	89	60
spike-in_6.5_0.15_3842	77	44	62	103	108	69	60	70
spike-in_6.5_0.15_3843	72	76	65	96	112	76	80	72
spike-in_6.5_0.15_3844	96	104	137	171	145	153	123	149
spike-in_6.5_0.15_3845	142	75	139	73	177	91	105	113
spike-in_6.5_0.15_3846	119	102	157	110	209	132	106	87
spike-in_10.5_2.05_3847	1366	1112	1876	1642	8021	5933	6319	4437
spike-in_10.5_2.05_3848	1176	1085	1628	1039	7254	4433	4640	4305
spike-in_10.5_2.05_3849	1102	1022	1339	945	6547	3888	4389	3909
spike-in_10.5_2.05_3850	2024	1828	2290	1574	10805	6970	7175	6935
spike-in_10.5_2.05_3851	1108	1045	1537	1089	6919	4430	4694	4246
spike-in_10.5_2.05_3852	1096	876	1474	1364	6182	5235	4715	4218
spike-in_10.5_2.05_3853	1458	1433	2349	2114	10506	7194	6877	6817
spike-in_10.5_2.05_3854	1336	1224	1885	1434	8198	5185	5657	5165
spike-in_10.5_2.05_3855	1204	1182	1912	1759	8296	5556	5775	5139
spike-in_10.5_2.05_3856	1324	1163	2076	2209	9877	6473	6024	5842
spike-in_10.5_2.05_3857	1375	1341	2070	1891	9200	6090	6483	5952
spike-in_10.5_2.05_3858	1533	1328	2172	1628	8358	6915	7479	4946
spike-in_10.5_2.05_3859	1811	1644	2425	2067	11473	7447	7695	7264
spike-in_10.5_2.05_3860	1067	1022	1628	1592	7383	4867	4842	4640
spike-in_10.5_2.05_3861	1475	1106	1849	1710	8111	5396	5644	5637
spike-in_10.5_2.05_3862	1610	1342	2241	1609	9391	6060	7411	5435
spike-in_10.5_2.05_3863	1043	947	1492	1189	6590	4307	4513	4227
spike-in_10.5_2.05_3864	1922	1405	2203	1434	10073	6463	6957	5907
spike-in_10.5_2.05_3865	1001	933	1637	1543	6987	4476	4725	4722
spike-in_10.5_2.05_3866	1383	1216	1877	1122	8373	5165	5020	4170
spike-in_10.5_2.05_3867	988	941	1770	1677	7697	4956	5043	4680
spike-in_10.5_2.05_3868	1158	1132	1558	1160	6742	4482	4626	4320
spike-in_10.5_2.05_3869	1205	1014	1550	950	6456	4151	4603	3992
spike-in_10.5_2.05_3870	1318	1122	1977	2383	9497	6234	6848	5978
spike-in_10.5_2.05_3871	1098	929	1535	1117	6590	4307	4513	4227
spike-in_10.5_2.05_3872	1780	1297	2016	1730	9275	6130	6381	6052
spike-in_10.5_2.05_3873	1121	1032	1897	1807	7081	6585	5102	4727
spike-in_10.5_2.05_3874	1617	1560	2050	1299	9079	6067	6418	5889
spike-in_10.5_2.05_3875	1040	895	1576	1289	6893	4191	4381	4348
spike-in_10.5_2.05_3876	1551	1358	2184	1528	9079	6067	6418	5889
spike-in_10.5_2.05_3877	1243	1002	1738	1488	7611	4678	5135	4505
spike-in_10.5_2.05_3878	888	798	2690	2336	9582	6263	6231	6125
spike-in_8.5_4.95_3879	411	346	446	376	16303	11282	11337	10466
spike-in_8.5_4.95_3880	258	256	430	380	12389	10693	10420	7682
spike-in_8.5_4.95_3881	329	268	442	407	15450	10290	9712	9415
spike-in_8.5_4.95_3882	217	207	288	326	11163	7016	7926	7023
spike-in_8.5_4.95_3883	582	569	212	167	13957	12949	13158	8480
spike-in_8.5_4.95_3884	260	239	383	308	12770	8664	9819	6944
spike-in_8.5_4.95_3885	253	159	586	524	15213	10331	10531	10517
spike-in_8.5_4.95_3886	569	423	572	453	21354	14366	15808	12592
spike-in_8.5_4.95_3887	387	312	421	292	14081	9225	9753	9235
spike-in_8.5_4.95_3888	343	330	535	452	18066	11545	11948	11298
spike-in_8.5_4.95_3889	205	190	307	350	11228	6838	8111	6456
spike-in_8.5_4.95_3890	376	227	306	182	13037	5564	8658	5481
spike-in_8.5_4.95_3891	246	211	394	405	11904	10717	10379	6931
spike-in_8.5_4.95_3892	231	190	324	294	10520	6843	7306	8256
spike-in_8.5_4.95_3893	318	308	369	327	13341	10166	9935	8591
spike-in_8.5_4.95_3894	438	389	575	451	19006	13621	13767	11489
spike-in_8.5_4.95_3895	334	250	467	336	12534	11830	11627	7408
spike-in_8.5_4.95_3896	196	182	313	334	11049	6693	7399	7248
spike-in_8.5_4.95_3897	279	266	450	502	16370	10464	10516	10398
spike-in_8.5_4.95_3898	289	238	427	421	13431	10025	10580	7642
spike-in_8.5_4.95_3899	297	284	468	457	15780	10322	10853	10411
spike-in_8.5_4.95_3900	582	569	212	167	15698	10682	11061	9433
spike-in_8.5_4.95_3901	295	244	401	280	11654	9351	8626	7829
spike-in_8.5_4.95_3902	360	316	571	373	16753	11348	11725	10361
spike-in_7.5_2.55_3903	194	182	287	230	1820	1144	1104	1117
spike-in_7.5_2.55_3904	196	173	193	140	1314	878	973	857
spike-in_7.5_2.55_3905	102	120	154	159	1069	709	712	728
spike-in_7.5_2.55_3906	107	118	131	165	1102	695	654	647
spike-in_7.5_2.55_3907	168	153	245	201	1504	938	1143	944
spike-in_7.5_2.55_3908	122	157	143	105	787	869	954	545
spike-in_7.5_2.55_3909	204	151	272	241	1849	955	1365	1049
spike-in_7.5_2.55_3910	236	156	258	193	1696	1129	1082	1079
spike-in_7.5_2.55_3911	130	91	159	133	1009	740	690	655
spike-in_7.5_2.55_3912	222	166	322	262	1809	1287	1331	1203
spike-in_7.5_2.55_3913	154	163	262	251	1676	1160	1093	975
spike-in_7.5_2.55_3914	147	128	249	231	1704	733	1149	815
spike-in_7.5_2.55_3915	225	169	238	314	1894	1198	1372	1081
spike-in_7.5_2.55_3916	198	167	274	339	1971	1375	1270	1285
spike-in_7.5_2.55_3917	121	99	207	188	1284	811	750	741
spike-in_7.5_2.55_3918	99	76	182	188	1136	770	768	644
spike-in_7.5_2.55_3919	168	136	199	234	1476	1010	985	920
spike-in_7.5_2.55_3920	195	178	159	136	1421	877	964	751
spike-in_7.5_2.55_3921	132	148	245	101	1354	693	1015	555
spike-in_7.5_2.55_3922	138	143	179	187	1293	810	842	847
spike-in_7.5_2.55_3923	280	200	269	256	2064	1389	1415	1240
spike-in_7.5_2.55_3924	151	165	247	328	1709	1171	1215	1118
spike-in_7.5_2.55_3925	159	137	120	96	1102	547	735	635
spike-in_7.5_2.55_3926	144	146	211	174	1327	969	929	873
spike-in_7.5_2.55_3927	126	123	222	163	1327	821	820	796
spike-in_7.5_2.55_3928	279	201	216	206	1784	1105	1236	1047
spike-in_7.5_2.55_3929	225	161	294	173	1781	1060	1092	991
spike-in_7.5_2.55_3930	134	118	166	194	1301	866	726	750
spike-in_7.5_2.55_3931	155	133	152	126	1096	758	717	680
spike-in_7.5_2.55_3932	237	223	341	178	1904	1230	1243	1180
spike-in_7.5_2.55_3933	227	201	262	221	1748	1197	1259	1117
spike-in_7.5_2.55_3934	186	149	233	252	1539	1126	1127	1020
spike-in_7.5_2.55_3935	204	178	239	250	1680	1324	1371	796
spike-in_7.5_2.55_3936	177	134	202	203	1491	798	1220	833
spike-in_7.5_2.55_3937	187	149	266	290	1822	1147	1229	1125
spike-in_7.5_2.55_3938	198	155	279	212	1606	1038	1198	974
spike-in_7.5_2.55_3939	158	133	173	186	1317	825	958	756
spike-in_7.5_2.55_3940	173	159	163	167	1373	829	868	845
spike-in_7.5_2.55_3941	239	256	264	243	2068	1276	1330	1196
spike-in_7.5_2.55_3942	110	102	152	154	1109	488	778	594
spike-in_7.5_2.55_3943	113	146	130	121	954	720	759	618
spike-in_7.5_2.55_3944	187	121	208	169	1463	756	1024	661
spike-in_7.5_2.55_3945	172	117	136	118	1007	739	746	720
spike-in_7.5_2.55_3946	159	82	222	151	1185	916	772	648
spike-in_7.5_2.55_3947	196	173	313	252	2028	1146	1321	1094
spike-in_11.5_2.65_3948	3026	2486	3599	2619	25605	17364	17849	15187
spike-in_11.5_2.65_3949	3257	2870	4293	3029	27914	19206	18639	17592
spike-in_11.5_2.65_3950	3761	3159	3013	2079	26957	16840	17705	16475
spike-in_11.5_2.65_3951	2169	1831	3090	3100	21026	14202	13433	13819
spike-in_11.5_2.65_3952	1814	1660	2478	2273	16023	13414	12938	9019
spike-in_11.5_2.65_3953	2345	2053	3237	2872	21083	15234	14424	14846
spike-in_11.5_2.65_3954	3526	2589	3238	2415	26042	14787	17997	13742
spike-in_11.5_2.65_3955	1841	1958	3065	3026	19924	16019	15949	11277
spike-in_11.5_2.65_3956	1711	1461	2730	2944	19249	12653	12499	12586
spike-in_11.5_2.65_3957	2965	2332	3345	2287	24358	14391	16559	14676
spike-in_11.5_2.65_3958	2374	2026	3118	2641	21419	14020	14515	14382
spike-in_11.5_2.65_3959	2553	2515	3192	3483	24837	15833	17016	15236
spike-in_11.5_2.65_3960	2479	2083	3600	2787	22421	15941	14980	15390
spike-in_11.5_2.65_3961	4679	3737	2912	2526	26861	23054	22614	14963
spike-in_11.5_2.65_3962	2278	1961	3106	2474	21079	14787	15346	11868
spike-in_11.5_2.65_3963	3154	2835	4526	3830	27839	23726	23474	17601
spike-in_11.5_2.65_3964	2167	2092	3459	3740	24779	16403	16852	15928
spike-in_11.5_2.65_3965	4112	3420	4504	2896	30575	21299	22207	18459
spike-in_13.5_1.45_3966	9973	8484	12429	9504	38122	25545	25335	24556
spike-in_13.5_1.45_3967	8710	7738	12851	11311	38268	25187	25821	23718
spike-in_13.5_1.45_3968	7730	6723	11464	9978	31295	22178	21886	20545
spike-in_13.5_1.45_3969	7735	6692	10895	8646	30870	22392	22786	18827
spike-in_13.5_1.45_3970	15953	13039	19333	14870	56992	38571	42887	36407
spike-in_13.5_1.45_3971	12061	10376	18172	16600	47291	39809	39272	29693
spike-in_13.5_1.45_3972	16020	12152	13992	8911	42703	32352	31459	28780
spike-in_13.5_1.45_3973	15711	12421	15025	11437	47633	33476	34662	31044
spike-in_8.5_2.15_3974	331	324	478	380	2354	1425	1611	1374
spike-in_8.5_2.15_3975	353	325	551	446	2447	1670	1519	1670
spike-in_8.5_2.15_3976	385	424	363	277	2009	1692	1584	1131
spike-in_8.5_2.15_3977	304	325	408	383	2151	1398	1447	1425
spike-in_8.5_2.15_3978	347	322	490	490	2358	1695	1699	1492
spike-in_8.5_2.15_3979	521	451	533	296	2694	1857	1780	1684
spike-in_8.5_2.15_3980	291	296	537	540	2397	1599	1785	1451
spike-in_8.5_2.15_3981	346	248	480	367	2171	1361	1442	1309
spike-in_8.5_2.15_3982	393	316	591	538	2748	1606	1984	1794
spike-in_8.5_2.15_3983	312	261	517	456	2429	1476	1533	1406
spike-in_8.5_2.15_3984	287	200	317	238	1594	964	1083	870
spike-in_8.5_2.15_3985	393	325	560	436	2482	1788	1680	1621
spike-in_8.5_2.15_3986	307	282	388	263	1827	1115	1276	1149
spike-in_8.5_2.15_3987	555	482	485	319	2933	1624	1954	1670
spike-in_8.5_2.15_3988	346	312	538	393	2482	1493	1726	1428
spike-in_8.5_2.15_3989	342	283	517	687	2782	1757	1848	1713
spike-in_8.5_2.15_3990	458	297	388	377	2239	1339	1492	1473
spike-in_8.5_2.15_3991	332	294	349	379	2360	1058	1765	1002
spike-in_8.5_2.15_3992	281	256	377	519	2149	1377	1594	1310
spike-in_8.5_2.15_3993	325	311	293	235	1740	1142	1228	1141
spike-in_8.5_2.15_3994	309	222	438	426	2298	1288	1463	1341
spike-in_8.5_2.15_3995	285	272	362	244	1725	1183	1122	1185
spike-in_8.5_2.15_3996	229	194	319	307	1782	1099	974	924
spike-in_8.5_2.15_3997	326	268	524	443	2167	1723	1595	1439
spike-in_8.5_2.15_3998	422	327	363	303	2201	1360	1559	1363
spike-in_8.5_2.15_3999	333	310	383	302	2062	1314	1318	1187
spike-in_8.5_2.15_4000	176	288	314	417	1981	1030	1367	1100
spike-in_8.5_2.15_4001	243	192	365	298	1703	986	1132	944
spike-in_8.5_2.15_4002	357	349	611	589	2835	2043	1766	1932
spike-in_8.5_2.15_4003	478	398	576	430	2522	2061	2216	1475
spike-in_8.5_2.15_4004	300	331	549	686	2926	1956	1912	1748
spike-in_8.5_2.15_4005	350	336	377	196	1981	1030	1367	1100
spike-in_8.5_2.15_4006	270	243	355	373	1886	1105	1358	1143
spike-in_5.5_4.85_4007	36	44	49	24	1643	1090	670	1174
spike-in_5.5_4.85_4008	21	31	54	30	1584	665	1125	545
spike-in_5.5_4.85_4009	34	34	64	63	1965	1253	1451	1141
spike-in_5.5_4.85_4010	32	31	43	51	1619	1034	1099	772
spike-in_5.5_4.85_4011	42	37	45	32	1520	937	1215	944
spike-in_5.5_4.85_4012	53	47	90	54	2517	1381	1855	1614
spike-in_5.5_4.85_4013	54	45	21	43	1586	1078	1026	1163
spike-in_5.5_4.85_4014	28	21	42	37	1204	884	780	890
spike-in_5.5_4.85_4015	35	39	41	50	1620	1093	1127	1081
spike-in_5.5_4.85_4016	36	34	31	58	1576	799	1242	993
spike-in_5.5_4.85_4017	44	38	62	88	2397	1482	1653	1454
spike-in_5.5_4.85_4018	44	34	75	90	2251	1532	1841	1416
spike-in_5.5_4.85_4019	41	81	43	22	1939	1267	1192	1253
spike-in_5.5_4.85_4020	30	22	44	37	1332	959	833	895
spike-in_5.5_4.85_4021	28	27	57	52	1613	1036	1183	1076
spike-in_5.5_4.85_4022	66	38	44	79	2260	1515	1627	1247
spike-in_5.5_4.85_4023	32	27	42	28	1279	912	804	732
spike-in_5.5_4.85_4024	53	24	84	51	2209	1312	1465	1158
spike-in_5.5_4.85_4025	29	25	34	38	1183	996	1012	628
spike-in_5.5_4.85_4026	35	35	30	31	1303	894	859	867
spike-in_5.5_4.85_4027	78	45	51	73	2510	1460	1728	1323
spike-in_5.5_4.85_4028	50	19	45	52	1620	1093	1127	1081
spike-in_5.5_4.85_4029	59	30	52	70	2099	1330	1299	1319
spike-in_5.5_4.85_4030	41	32	66	58	2011	1245	1337	1248
spike-in_5.5_4.85_4031	18	24	46	57	1429	936	949	921
spike-in_5.5_4.85_4032	48	50	67	80	2538	1756	1505	1489
spike-in_5.5_4.85_4033	42	25	32	41	1454	862	943	898
spike-in_5.5_4.85_4034	42	55	81	68	2490	1455	1547	1488
spike-in_5.5_4.85_4035	55	58	61	49	2251	1316	1657	1215
spike-in_5.5_4.85_4036	44	33	77	53	2059	1306	1666	994
spike-in_5.5_4.85_4037	46	30	80	41	2098	1112	1408	1178
spike-in_5.5_4.85_4038	24	42	36	65	1717	881	1288	991
spike-in_5.5_4.85_4039	42	39	44	42	1824	1106	1093	1068
spike-in_5.5_4.85_4040	50	42	51	49	2057	1219	1361	1120
spike-in_5.5_4.85_4041	35	32	50	37	1579	989	905	1017
spike-in_5.5_4.85_4042	33	36	71	56	1976	1250	1406	1173
spike-in_5.5_4.85_4043	26	24	35	40	1442	859	801	570
spike-in_5.5_4.85_4044	41	39	53	56	1914	1242	1212	1078
spike-in_5.5_4.85_4045	80	51	50	31	2009	1692	1584	1131
spike-in_5.5_4.85_4046	34	26	69	46	1628	1104	1288	997
spike-in_5.5_4.85_4047	50	42	48	52	1826	1279	1493	898
spike-in_5.5_4.85_4048	50	56	56	62	2432	1307	1706	1217
spike-in_5.5_4.85_4049	55	38	57	62	2070	1402	1358	1327
spike-in_5.5_4.85_4050	29	22	39	44	1368	849	812	901
spike-in_5.5_4.85_4051	27	34	67	64	1978	1094	1366	1203
spike-in_5.5_4.85_4052	27	41	63	31	1664	1026	1061	934
spike-in_5.5_4.85_4053	55	52	55	48	2033	1298	1481	1343
spike-in_9.5_4.55_4054	631	605	953	922	25232	16025	17511	16367
spike-in_9.5_4.55_4055	578	464	894	1205	24111	18103	17664	15591
spike-in_9.5_4.55_4056	562	377	639	522	16123	10334	10712	10553
spike-in_9.5_4.55_4057	880	821	1201	1180	31842	22640	22209	19873
spike-in_9.5_4.55_4058	922	798	1157	786	24977	22690	23650	15402
spike-in_9.5_4.55_4059	999	749	843	638	22041	20306	20554	14159
spike-in_9.5_4.55_4060	719	633	1001	803	24286	16234	15546	16906
spike-in_9.5_4.55_4061	734	582	971	798	22699	16890	17116	13652
spike-in_9.5_4.55_4062	766	665	1158	1123	24594	21615	23290	15385
spike-in_9.5_4.55_4063	584	499	769	719	16908	15620	16986	10865
spike-in_9.5_4.55_4064	593	553	789	858	21011	14477	15664	13513
spike-in_9.5_4.55_4065	563	559	925	894	21820	14918	18091	13332
spike-in_9.5_4.55_4066	825	765	1261	1015	27839	23726	23474	17601
spike-in_9.5_4.55_4067	522	432	788	750	19953	13326	12188	11086
spike-in_9.5_4.55_4068	731	558	564	368	18381	11603	11397	11847
spike-in_9.5_4.55_4069	533	466	772	697	17008	14379	13892	11303
spike-in_9.5_4.55_4070	704	559	877	569	22242	12255	15924	11264
spike-in_9.5_4.55_4071	500	440	691	762	18911	12821	12428	13055
spike-in_8.5_0.95_4072	317	284	445	494	982	739	661	633
spike-in_8.5_0.95_4073	547	499	539	377	1319	885	860	793
spike-in_8.5_0.95_4074	516	249	507	426	1213	666	781	721
spike-in_8.5_0.95_4075	548	404	532	364	1245	799	725	860
spike-in_8.5_0.95_4076	350	325	353	243	870	566	597	477
spike-in_8.5_0.95_4077	456	361	402	542	1061	678	825	726
spike-in_8.5_0.95_4078	443	442	578	441	1287	807	759	813
spike-in_8.5_0.95_4079	368	350	469	294	893	778	695	523
spike-in_8.5_0.95_4080	273	245	422	490	885	642	635	575
spike-in_8.5_0.95_4081	286	310	403	389	889	545	591	582
spike-in_8.5_0.95_4082	350	325	387	389	918	611	625	567
spike-in_8.5_0.95_4083	339	329	511	474	1117	691	706	722
spike-in_8.5_0.95_4084	189	210	347	278	684	376	495	485
spike-in_8.5_0.95_4085	246	234	353	290	723	423	555	500
spike-in_8.5_0.95_4086	409	419	595	449	1298	759	831	711
spike-in_8.5_0.95_4087	312	290	466	363	974	594	547	570
spike-in_8.5_0.95_4088	454	523	481	301	1194	701	852	762
